,Question,Answer,File
10,“What is e-commerce?”,"“E-commerce, as defined under the Consumer Protection Act 2019, refers to the buying or selling of goods or services, including digital products, over a digital or electronic network. This includes transactions conducted through online platforms, websites, mobile apps, or other electronic means where goods or services are exchanged electronically.”
_",General
11,“What is an e-commerce entity”,"“An ""e-commerce entity"" refers to any individual who owns, operates, or manages a digital or electronic platform for electronic commerce. However, this term does not encompass a seller who offers goods or services for sale on a marketplace operated by an e-commerce entity.” 
—",General
12,“What is product liability?”,"“Product liability refers to the responsibility of a product manufacturer or seller to compensate a consumer for any harm caused by a defective product or deficiency in services related to the product. This means that if a product is faulty or does not meet the expected standards, and this results in harm to a consumer, the manufacturer or seller is liable to provide compensation. Product liability ensures that consumers are protected from unsafe or substandard products and have recourse if they suffer harm as a result of using them.”
—",General
13,“ What is product liability action?”,"“A ""product liability action"" refers to a complaint lodged by an individual before a District Consumer Disputes Redressal Commission (DCDRC), State Commission, or National Consumer Disputes Redressal Commission (NCDRC), seeking compensation for harm suffered. To initiate such action, the consumer must demonstrate that the harm resulted from a ""defective product or service"" purchased by them.” 
—",General
14,"“What is harm under the Consumer Protection Act, 2019?”","""Harm in the context of product liability includes:
Damage to Property: This refers to any damage caused to property other than the product itself. For example, if a faulty electronic device causes a fire that damages a house, this would be considered harm.
Personal Injury, Illness, or Death: Harm also includes any personal injury, illness, or death caused by a defective product. For instance, if a toy contains hazardous materials that harm a child, this would be considered harm.
Mental Agony or Emotional Distress: This refers to the mental anguish or emotional distress experienced as a result of personal injury, illness, or damage to property caused by a defective product.
Loss of Consortium or Services: Harm also includes any loss of consortium (companionship or support) or services resulting from the harm caused by a defective product.
Exclusions: Harm does not include harm caused to the product itself or damage to property due to breach of warranty conditions. It also does not include any commercial or economic loss, including direct, incidental, or consequential loss relating to the harm.”
_",General
15,“Who is a product seller ?”,"“A product seller is a person engaged in the business of importing, selling, distributing, leasing, installing, preparing, packaging, labelling, marketing, repairing, maintaining, or otherwise commercially placing a product. This includes:
- Manufacturers who also sell products,
- Service providers, excluding:
 Sellers of immovable property, except those engaged in selling constructed houses or constructing homes or flats,
Providers of professional services where the sale or use of a product is incidental, with the essence of the transaction being the provision of opinion, skill, or services,
Persons who:
Solely act in a financial capacity regarding the product sale,
Are not manufacturers, wholesalers, distributors, retailers, direct sellers, or electronic service providers,
Lease a product without having a reasonable opportunity to inspect for defects, under a lease arrangement where selection, possession, maintenance, and operation are controlled by someone other than the lessor.” 
—",General
16,“What are the Consumer Dispute Redressal Agencies?”,"“ Consumer Disputes Redressal Agencies, established under the Consumer Protection Act, are quasi-judicial bodies offering prompt and affordable resolution to consumer grievances. They operate at three levels: District Consumer Disputes Redressal Commission (DCDRC), State, and National Consumer Disputes Redressal Commission (NCDRC), known respectively as District Consumer Disputes Redressal Commission (DCDRC), State Consumer Disputes Redressal Commission (SCDRC), and National Consumer Disputes Redressal Commission (NCDRC).” 
_",General
17,“What is CCPA?”,"“CCPA stands for the Central Consumer Protection Authority. It is an institution established by the Central Government under the provisions of the Consumer Protection Act to regulate various aspects related to consumer rights and protection. The CCPA has been granted powers to:
Regulate Matters: The CCPA regulates matters pertaining to the violation of consumer rights, unfair trade practices, and false or misleading advertisements that are detrimental to the interests of the public and consumers.
Protect Consumer Rights: The primary objective of the CCPA is to promote, protect, and enforce the rights of consumers as a collective class. This includes safeguarding consumers against deceptive practices, ensuring fair treatment, and upholding their rights in commercial transactions.A complaint about violations of consumer rights, unfair trade practices, or misleading advertisements can be made to the District Collector, Commissioner of a regional office, or the Central Authority. Grievances Against Misleading Advertisements (GAMA) - You can register a complaint along with a copy / video / audio of such advertisement through the web portal of the GOI at http://gama.gov.in to bring it to the notice of the Government” 
Consumers with individual grievances cannot approach the CCPA for addressing consumer grievances as it is only a regulatory authority. 
—",General
18,“Can a person buying goods or services for a business purpose make a complaint ?”,"“ Under the Consumer Protection Act of 2019, individuals purchasing goods or services for business purposes cannot file complaints unless they are buying goods or using services solely for the purpose of self-employment for their livelihood. 
Any goods purchased in the course of business on behalf of their employer or company in which they have an interest, would not be covered under consumer protection. Similarly, any goods or services purchased in pursuit of a principal client relationship on behalf of a business would also not be covered by consumer protection. For example, if a person buys 10 laptops from a manufacturer on behalf of his company or place of work, that would be buying goods for a business purpose. Any issue arising out of this purchase will not be covered under the Consumer Protection Act, 2019.
However, if the goods or services are purchased in the course of self-employment for pursuit of livelihood, consumer protection law will apply to the goods and/or services purchased. For example, a self-employed carpenter purchasing a drill for his work would be able to make use of consumer protection law with respect to his purchase of the drill.”
—",General
19,“Can someone availing of public services make a complaint against the government under Consumer Protection Act?”,"When the government provides services as a public authority, such as delivering public services to all citizens, no claims can be made under consumer protection law. This is because the government is not considered a seller or service provider in these cases. For example, a person cannot use consumer protection laws to address issues like delayed Income Tax refunds or dissatisfaction with the work of a municipal authority.
However, if services or goods are provided by a government-owned entity and a fee is paid for these services or goods, then consumer protection laws can apply. In such cases, the government-owned entity acts as a seller or service provider. For example, if someone has paid for services like railway tickets or purchased goods from a government-run shop, they can file a complaint under consumer protection law for any deficiencies or issues with the service or goods provided.
—",General
20,“Can I claim compensation if the product itself is damaged?”,"“ No, compensation cannot be claimed solely for damage to the product itself under product liability.” 
—",General
21,"“Who can be liable in a product liability action?”
You can file a product liability claim against various parties involved in the supply chain, including:
Manufacturer: The entity responsible for producing the product.
Product Service Provider: Any entity that provides a service related to the product, such as installation or maintenance.
Product Seller: The entity that sells the product to consumers.
Depending on the circumstances of the case, you may choose to hold one or more of these parties responsible for any harm caused by the product.”
—
Question: “What grounds can I claim compensation for the product manufacturer?","“You can claim compensation from a product manufacturer if, in a product liability action under Section 84 of the Consumer Protection Act, 2019:

1. The product has:
   a. A manufacturing defect,
   b. A design defect,
   c. Deviation from manufacturing specifications,
   d. Failed to conform to the express warranty, or
   e. Lacked adequate instructions or warnings regarding proper usage to prevent harm or misuse.

2. The manufacturer can still be held liable in a product liability action even if they prove they were not negligent or fraudulent in providing an express warranty for the product.”
—",General
22,“ What grounds can I claim compensation for a product service provider?”,"“A product service provider can be held liable in a product liability action if:
a. Faulty, Imperfect, or Deficient Service: The service provided was faulty, imperfect, deficient, or inadequate in quality, nature, or manner of performance as required by law, contract, or otherwise.
b. Act of Omission, Commission, or Negligence: The service provider committed an act of omission, commission, negligence, or consciously withheld information that caused harm.
c. Failure to Provide Adequate Instructions or Warnings: The service provider did not issue adequate instructions or warnings to prevent harm.
d. Non-Conformity to Express Warranty or Contract Terms: The service did not conform to express warranty or the terms and conditions of the contract.
In these situations, the product service provider can be held liable for any harm caused to the consumer.”
—",General
23,“ When can I claim compensation from the seller?”,"“ You can claim compensation from a seller who is not the manufacturer in a product liability action if:
The seller exercised substantial control over the designing, testing, manufacturing, packaging, or labeling of the product that caused harm.
The seller altered or modified the product, and such alteration or modification was a substantial factor in causing harm.
 The seller provided an express warranty for the product independent of any warranty made by the manufacturer, and the product failed to meet the seller's warranty, resulting in harm.
The product was sold by the seller, but the identity of the manufacturer is unknown, or if known, legal processes cannot be served against them.
The seller is not subject to Indian law, or any orders passed cannot be enforced against them.
The seller failed to exercise reasonable care in assembling, inspecting, or maintaining the product, or failed to provide warnings or instructions from the manufacturer regarding product dangers or proper usage, and this failure directly caused harm.” 
—",General
24,“What are the defences available to a defendant in a product liability action?”,"“In a product liability action, the following defences may be available to the defendant:
Non-Consumer Status: The complainant is not considered a 'consumer' under the Consumer Protection Act 2019, meaning they obtained the goods for resale or commercial purposes, or received the product free of charge.
Misuse, Alteration, or Modification: The product was misused, altered, or modified by the consumer, which contributed to the harm.
Obvious or Commonly Known Danger: The danger posed by the product is obvious or commonly known to the user or consumer, or should have been known considering the characteristics of the product.
Warnings or Instructions: The product manufacturer provided warnings or instructions to the employer of the consumer, and the harm resulted from the employer's use of the product.
Component of End Product: The product was sold as a component of an end product, and necessary warnings or instructions were provided by the manufacturer, but the harm was caused by the end product's use.
Expert Supervision: The product was legally meant to be used or dispensed only by or under the supervision of an expert, and the manufacturer provided reasonable warnings or instructions to such expert or class of experts.
Consumer's State While Using the Product: The consumer was under the influence of alcohol or a prescription drug not prescribed by a medical practitioner while using the product.
Lack of Harm: Even if the product was defective, it did not cause any harm to the consumer who used it.”",General
25,“ Under what conditions is a “marketplace” responsible for product liability?”,"“ A ""marketplace"" is generally not responsible for product liability issues if it merely offers a platform for buying and selling products. However, according to the CPA 2019, a marketplace may be liable in a product liability claim if it provides extra services or functions as a product manufacturer or service provider. Examples include situations where the marketplace:
a) Offers its own separate warranty for a product,
b) Provides additional services, such as installation, for a product.”
—",General
26,“Who is responsible if several parties are involved in the manufacturing of a product?”,"“ In cases involving multiple manufacturers, liability is determined by the commission on a case-by-case basis. Factors considered include which component caused the defect and whether proper instructions or warnings were provided. This is especially relevant for products like home appliances and automobiles with parts from different manufacturers. Courts have attempted to identify the responsible party in past cases with multiple parties involved. If assigning liability to a single party is not possible, all involved parties may be held jointly and severally liable.”
—",General
27,“Who can be held liable for a misleading advertisement?”,"“Any of the following parties can be held liable for a misleading advertisement:
Manufacturers: The producers of the product being advertised.
Traders: Individuals or businesses involved in the sale and distribution of the product.
Advertising Agencies: Agencies responsible for creating and promoting the advertisement.
Celebrity Endorsers: Celebrities or public figures who endorse and promote the product.
Publishers: Media outlets and platforms that disseminate the advertisement to the public.
These parties can be held accountable for any false claims, deceptive practices, or misleading information presented in advertisements.”
—",General
28,“What is the penalty for someone found guilty of the offence of misleading advertisement?”,"“For the offence of misleading advertisement, if found detrimental to consumer interests, the Central Authority can levy a penalty of up to Rs. 10,00,000 (Rupees Ten Lakhs) on the manufacturer, escalating to Rs. 50,00,000 (Rupees Fifty Lakhs) for subsequent violations. Moreover, under the Consumer Protection Act 2019, manufacturing or service providers engaging in false advertising can face imprisonment for up to 2 years, extending to 5 years for repeat offences.
Similarly, the Central Authority can impose a penalty of up to Rs. 10,00,000 (Rupees Ten Lakhs) on the endorser if the misleading advertisement harms consumer interests. Additionally, the endorser may be barred from endorsing the specific product or service for up to one year, which could extend to three years for subsequent violations. However, endorsers exercising due diligence to verify the advertisement's claims regarding the endorsed product or service are not liable to penalties.
— 
——",General
29,"“Before resorting to litigation, is there any process that can be pursued in order to claim compensation?”","“Yes, before resorting to litigation, an aggrieved individual can take the following steps to claim compensation:
Send a Notice: The individual can send a formal notice to the service provider or seller. This notice should detail:
The defects in the goods or services or the deficiencies in the service
The individual's intention to pursue legal action if the service provider fails to offer compensation
This step allows the service provider an opportunity to rectify the issue or offer compensation, potentially resolving the dispute without the need for litigation.”
_",General
30,“How do I get my consumer grievances addressed?”,"“To address your consumer grievance, you have a few options. You can:

Directly send a notice to the product seller or service provider.
Call the National Consumer Helpline at 1800-11-4000 or 1915, available all days except national holidays, from 8:00 AM to 8:00 PM.
Send an SMS to 8800001915, and they will get back to you.
Other helpline numbers are - 011 - 2430 - 5702, 011 - 2430 - 5703, 011 - 2430 - 5728, 011 - 2430 - 5752, 011 - 2430 - 5766
Register your grievance online at https://consumerhelpline.gov.in/user/signup.php.
Register your grievance through the NCH APP or UMANG APP on your mobile phone.
Register your grievance via WhatsApp at https://api.whatsapp.com/send/?phone=918800001915&text&type=phone_number&app_absent=0.
The new platform is e-Jagriti, where users can file complaints online.The link is https://e-jagriti.gov.in/ 

—",General
31,“How can I contact a state consumer helpline?”,"“The state helpline numbers for any consumer grievance related assistance is below:
Andhra Pradesh - 0866 2551431

Arunachal Pradesh - 1800-345-3601

Assam - 1800-345-3611

Bihar - 1800-345-6188

Chhattisgarh - 1800-233-3663

Delhi - 011-23379266

Goa - 0832-2222466

Gujarat - 1800-233-0222

Haryana - 1800-180-2087

Himachal Pradesh - 0177-2620797

Karnataka -  080-22355065

Kerala - 0471-2725157

Madhya Pradesh - 0755-2553722, 2763673

Maharashtra - 1800-22-2262

Meghalaya - 1967 or 1800-345-36870

Mizoram -  1800-354-3891

Odisha - 1800-345-6724 / 6760

Rajasthan - 1800-180-6030

Sikkim - 1800-345-3209/203-951

Tamil Nadu - 044-2859-2828

Telangana - 040-23394399

Uttarakhand - 0135-3510041
West Bengal - 1800-345-2802”
—",General
32,“What is the address or contact information of state consumer commissions in India?”,"“The different state consumer commissions address is as below:
Andhra Pradesh -1 st Floor, Sai Towers, Beside SIRIS Company, Ashok Nagar, Kanuru, Vijayawada – 520 007
Arunachal Pradesh -State Consumer Disputes Redressal Commission, Near Pawan Hans Office, (Old Secretariat Complex), Naharlagun, ITANAGAR
Assam -Housefed Complex, Central Block, 5th Floor,Guwahati – 781 006
Bihar- State Consumer Disputes Redressal Commission, R – Block, Road No.2, Daroga Prasad Rai Path,PATNA – 800 001
Chhattisgarh- State Consumer Disputes Redressal Commission,Behind Bus Stand (Old Bus Depot No.1 Complex)Pandri,RAIPUR - 492 004
Delhi- State Consumer Disputes Redressal Commission A-Block, First Floor, Vikas Bhavan, I.P. Estate, New Delhi-110002
Goa- Goa State Consumer Disputes Redressal Commission, 1st lift, 4th floor, Junta House, Panaji Goa- 403001
Gujarat- Consumer Disputes Redressal Commission, 'Grahak Bhavan' Nr. Gota Cross Road, S.G. Highway, Ahmedabad -380 060
Haryana- Bays No. 3 - 6, Sector – 4, Panchkula – 134 109 (Haryana)
Himachal Pradesh- S. D. A. Complex, Block No. 33, Shimla -171009
Jammu & Kashmir- 3, Manda Hill, Rehari, Jammu Tawi, Jammu & Kashmir
Jharkhand- State Consumer Disputes Redressal Commission, Near High Court, Doranda Bazar, Doranda, RANCHI – 834 002.
Karnataka- Basava Bhavana, High Grounds,Bengaluru-560001
Kerala - State Consumer Disputes Redressal Commission Kerala, isuvihar Lane, Vazhuthacaud, Thiruvananthapuram-695010.
Madhya Pradesh- M.P.State Consumer Disputes Redressal Commission Plot no.76, Arera Hills, Bhopal PIN-462011
Maharashtra- Head Office - Old Secretariat Building, Ground Floor,   Near Jahagir Art Gallery M. G. Road, Behind Elphiston College, Mumbai – 400 032
Manipur- Old Assembly Complex, Imphal, West District, Manipur - 795 001
Meghalaya- Commission Meghalaya, Horse Shoe Building, Lower Luchumiere, Shillong. District: East Khasi Hills - 793001
Mizoram-  room no. 228, second floor, building no. 2. Mizoram secretariat, New capital complex (MINECO) khatla, Aizawl, Mizoram
Nagaland- Nagaland State Consumer Disputes Redressal Commission,Directorate of Legal Metrology & Consumer Protection
Odisha- Cuttack, C.D.A sector, 1, near sati Choura chowk, bidanasi, Cuttack-753014
Punjab- Plot No. 1037, Sector – 37A,Chandigarh – 160 036
Rajasthan- handloom haveli, Ashok marg, c- scheme , jaipur -302001
Sikkim- ATTI Building,Kazi Road,Gangtok,East Sikkim
Tamil Nadu- Chennai , TNPSC road, park town Chennai -600 003
Telangana- Eruvaka Building, Khairatabad, Hyderabad – 500 004.
Tripura- P. N. Complex, Gurkhabasti, Agartala West Tripura, - 799006
Uttar Pradesh- C – 1, Vikrant Block – 1, Near Shaheed Path, Gomati Nagar, - 226 010
Uttarakhand- 23/16, Circular Road,Dalanwala, Dehradun- 248 001
West Bengal- Ground Floor,11A, Mirza Ghalib Street,Kolkata - 700087”

—",General
33,“What are the other remedies available for consumers for harm caused to them?”,"“In addition to filing a complaint before the Consumer Commission, consumers have the option to seek remedies through sectoral regulators. Depending on the sector, consumers can approach the following bodies:
Airlines: Director General of Civil Aviation’s Air Sewa Portal (https://airsewa.gov.in/grievance/grievance-redressal)
Banking: RBI Banking Ombudsman (https://rbi.org.in/Scripts/Complaints.aspx)
Broadband & Internet: Telecom Consumer Complaints Monitoring System (TCCMS) (https://tccms.trai.gov.in/Queries.aspx?cid=1)
Bureau of Indian Standards (BIS): For complaints related to standards of products.
Drugs and Cosmetics: Drug Controller General of India (https://cdsco.gov.in/opencms/opencms/en/About-us/who/)
DTH & Cable Services: Email to ibf@ibfindia.com for general issues and ibf@ibfindia.com for content issues.
Electricity Services: Each state has its regulatory authority. For a list of these, visit https://jercjkl.nic.in/otherjercandserc.html
Financial Services: RBI Banking Ombudsman (https://rbi.org.in/Scripts/Complaints.aspx)
Food and PDS Schemes: https://www.fssai.gov.in/cms/grievance.php
Grievances Against Misleading Advertisements (GAMA): Register a complaint along with a copy/video/audio of the advertisement through the web portal of the Government of India at http://gama.gov.in
Insurance: Use the Bima Bharosa system on the IRDAI Portal (https://bimabharosa.irdai.gov.in/) for registering and monitoring complaints. Email complaints can be sent to complaints@irdai.gov.in. Toll-Free No.: 155255 or 1800 4254 732.
Legal Metrology: Lodge a complaint with the District Legal Metrology Officer or the Commissioner of the respective states. For more information, visit http://consumeraffairs.nic.in/forms/contentpage.aspx?lid=639
Non-Banking Financial Companies (NBFCs): RBI Banking Ombudsman (https://rbi.org.in/Scripts/Complaints.aspx)
Pension Funds: Central Pension Accounting Office (https://cpao.nic.in/grievance_sql/Grievance_form_all.php)
Telecom: Telecom Consumer Complaints Monitoring System (TCCMS) (https://tccms.trai.gov.in/Queries.aspx?cid=1)
Consumers can explore these avenues to seek redressal for grievances related to specific sectors.”
—",General
34,“Can I file a consumer complaint using my phone?”,"“Yes, you can file a consumer complaint online using your phone. One way to do this is by using the UMANG App, which is the National Consumer Helpline’s (NCH) application. Here's how you can file a complaint using the UMANG App:
Download UMANG App: Visit the Google Play Store or the Apple App Store and download the UMANG App.
Log In or Sign Up: Log in if you already have an account, or sign up for a new one.
Search for National Consumer Helpline: In the All Services section of the app, search for the National Consumer Helpline.
Register Grievance: Press the Register Grievance button.
Provide Details: Provide information such as the state and city where the product was purchased, the industry, the firm name, and a description of the grievance.
Submit Complaint: Submit your complaint through the app.
Please note that the process may vary slightly based on the specific features and interface of the UMANG App.”
—",General
35,“What is the pecuniary Jurisdiction of the Consumer commissions in India ?”,"“The pecuniary jurisdiction of each level of the Consumer Commissions in India varies according to the total value of good or services along with the value of the claimed compensation:
District Consumer Disputes Redressal Commission (DCDRC): Handles cases where the total value claimed (i.e. total value of goods or services + value of compensation claimed) does not exceed fifty lakh rupees (₹50,00,000).
State Consumer Disputes Redressal Commission (SCDRC): Handles cases where the total value claimed exceeds fifty lakh rupees (₹50,00,000), but does not exceed two crore rupees (₹2,00,00,000).
National Consumer Disputes Redressal Commission (NCDRC): Handles cases where the value of the goods or services along with the compensation claimed exceeds two crore rupees (₹2,00,00,000).
These jurisdictional thresholds ensure that consumer grievances are addressed efficiently at the appropriate level.” 
—",General
36,“ Where can a consumer case be filed ?”,"“ A complaint must be filed in the District Consumer Disputes Redressal Commission (DCDRC) within whose local limits of jurisdiction one of the following applies:
The place of business or residence of the opposite party
The place of business or residence of the complainant
Where the cause of action, wholly or partially, arises”
—",General
37,“ ​​Who can make a complaint?”,"“A complaint can be made by various parties under the Consumer Protection Act. These include:
A Consumer: Any individual who has purchased goods or services for personal use.
Registered Voluntary Consumer Associations: Any consumer association registered under existing laws.
Central or State Government: Both levels of government can file complaints on behalf of consumers.
The Central Authority: The Central Consumer Protection Authority can initiate complaints to protect consumer rights.
Multiple Consumers (Class Action): Groups of consumers with the same interest can file a complaint collectively, with the permission of the consumer commission.
Legal Heirs or Representatives: In case of a consumer's death, their legal heir or representative can file a complaint.
Parents or Legal Guardians: For a minor consumer, their parent or legal guardian can file a complaint.
These provisions ensure that consumer grievances can be addressed effectively by allowing various representatives to seek redressal.”
—",General
